,title,region,region_name,price_title,property_size,bedrooms,bathrooms,furnishing,boosted,state,price_m2
1219,"Furnished 4bdrm Duplex in Ifako-Ijaiye, Ogba for sale","Ogba, Ifako-Ogba",Ifako-Ogba,260000000.0,300,4,4,Furnished,1,Lagos,866667.0
1220,Furnished 1bdrm Duplex in Lekki Phase 2 for sale,"Lekki, Lekki Phase 2",Lekki Phase 2,65000000.0,500,1,1,Furnished,1,Lagos,130000.0
1221,Furnished 4bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,350000000.0,500,4,4,Furnished,1,Lagos,700000.0
1222,Furnished 4bdrm Duplex in Adeniyi Jones for sale,"Ikeja, Adeniyi Jones",Adeniyi Jones,450000000.0,300,4,4,Furnished,1,Lagos,1500000.0
1223,4bdrm Duplex in Katampe Main for sale,"Katampe, Katampe (Main)",Katampe (Main),155000000.0,300,4,4,Unfurnished,1,Abuja,516667.0
1224,2bdrm Apartment in Jahi for sale,"Abuja (FCT), Jahi",Jahi,140000000.0,250,2,2,Unfurnished,1,Abuja,560000.0
1225,4bdrm Duplex in Mabushi for sale,"Abuja (FCT), Mabushi",Mabushi,250000000.0,500,4,4,Unfurnished,1,Abuja,500000.0
1226,3bdrm Bungalow in Akobo for sale,"Ibadan, Akobo",Akobo,55000000.0,610,3,3,Unfurnished,1,Oyo,90164.0
1227,"5bdrm Duplex in Aja, Lekki for sale","Lagos State, Lekki",Lekki,290000000.0,600,5,5,Unfurnished,1,Lagos,483333.0
1228,"Furnished 5bdrm Duplex in Maplewood Estate, Oko-Oba for sale","Agege, Oko-Oba",Oko-Oba,400000000.0,600,5,5,Furnished,1,Lagos,666667.0
1229,"4bdrm Duplex in Phase 2, Ikeja for sale","Lagos State, Ikeja",Ikeja,350000000.0,650,4,4,Unfurnished,1,Lagos,538462.0
1230,"3bdrm Block of Flats in Off Akesan Bus Stop, Alimosho for sale","Lagos State, Alimosho",Alimosho,85000000.0,700,3,3,Unfurnished,1,Lagos,121429.0
1231,"4bdrm Duplex in Ikeja, Adeniyi Jones for sale","Ikeja, Adeniyi Jones",Adeniyi Jones,450000000.0,350,4,5,Semi-furnished,1,Lagos,1285714.0
1232,"2bdrm Block of Flats in Nil, FHA for sale","Lugbe District, FHA",FHA,280000000.0,1000,2,2,Unfurnished,1,Abuja,280000.0
1233,Furnished 3bdrm Apartment in Allen Avenue for sale,"Ikeja, Allen Avenue",Allen Avenue,180000000.0,520,3,3,Furnished,1,Lagos,346154.0
1234,4bdrm Duplex in Anthony Village for sale,"Maryland, Anthony Village",Anthony Village,300000000.0,600,4,4,Semi-furnished,1,Lagos,500000.0
1235,Furnished 2bdrm Apartment in Inside Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,270000000.0,1200,2,2,Furnished,1,Lagos,225000.0
1236,2bdrm Apartment in Inside Agungi for sale,"Lekki, Agungi",Agungi,75000000.0,600,2,2,Semi-furnished,1,Lagos,125000.0
1237,5bdrm Duplex in Inside Vgc for sale,"Ajah, VGC / Ajah",VGC / Ajah,320000000.0,400,5,5,Unfurnished,1,Lagos,800000.0
1238,3bdrm Apartment in Inside Chevron for sale,"Lekki, Chevron",Chevron,115000000.0,900,3,3,Unfurnished,1,Lagos,127778.0
1239,Furnished 2bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,220000000.0,500,2,2,Furnished,1,Lagos,440000.0
1240,"Furnished 3bdrm Bungalow in Owode Ilesa, Osogbo for sale","Osun State, Osogbo",Osogbo,25000000.0,225,3,3,Furnished,1,Osun,111111.0
1241,"3bdrm Bungalow in Asaaju, Akobo for sale","Ibadan, Akobo",Akobo,45000000.0,712,3,3,Semi-furnished,1,Oyo,63202.0
1242,3bdrm Apartment in Wuye for sale,"Abuja (FCT), Wuye",Wuye,150000000.0,200,3,3,Unfurnished,1,Abuja,750000.0
1243,"Furnished 4bdrm Duplex in Omololu Olunloyo Gra, Akure for sale","Ondo State, Akure",Akure,150000000.0,1200,4,4,Furnished,1,Ondo,125000.0
1244,1bdrm Apartment in Jahi for sale,"Abuja (FCT), Jahi",Jahi,110000000.0,200,1,1,Unfurnished,1,Abuja,550000.0
